11/12/2020 00:00:41;Вкл;;;;;;;;;
11/12/2020 00:01:11;Вкл;;;;;;;;;
11/12/2020 00:01:41;Вкл;;;;;;;;;
11/12/2020 00:02:11;Вкл;;;;;;;;;
11/12/2020 00:02:41;Вкл;;;;;;;;;
11/12/2020 00:03:11;Вкл;;;;;;;;;
11/12/2020 00:03:41;Вкл;;;;;;;;;
11/12/2020 00:04:11;Вкл;;;;;;;;;
11/12/2020 00:04:41;Вкл;;;;;;;;;
11/12/2020 00:05:11;Вкл;;;;;;;;;
11/12/2020 00:05:41;Вкл;;;;;;;;;
11/12/2020 00:06:11;Вкл;;;;;;;;;
11/12/2020 00:06:41;Вкл;;;;;;;;;
11/12/2020 00:07:11;Вкл;;;;;;;;;
11/12/2020 00:07:13;Выкл;;;;;;;;;
11/12/2020 00:07:41;Выкл;;;;;;;;;
11/12/2020 00:08:11;Выкл;;;;;;;;;
11/12/2020 00:08:41;Выкл;;;;;;;;;
11/12/2020 00:09:11;Выкл;;;;;;;;;
11/12/2020 00:09:41;Выкл;;;;;;;;;
11/12/2020 00:10:11;Выкл;;;;;;;;;
11/12/2020 00:10:41;Выкл;;;;;;;;;
11/12/2020 00:11:11;Выкл;;;;;;;;;
11/12/2020 00:11:41;Выкл;;;;;;;;;
11/12/2020 00:12:11;Выкл;;;;;;;;;
11/12/2020 00:12:41;Выкл;;;;;;;;;
11/12/2020 00:13:11;Выкл;;;;;;;;;
11/12/2020 00:13:41;Выкл;;;;;;;;;
11/12/2020 00:14:11;Выкл;;;;;;;;;
11/12/2020 00:14:41;Выкл;;;;;;;;;
11/12/2020 00:15:11;Выкл;;;;;;;;;
11/12/2020 00:15:41;Выкл;;;;;;;;;
11/12/2020 00:16:11;Выкл;;;;;;;;;
11/12/2020 00:16:41;Выкл;;;;;;;;;
11/12/2020 00:17:11;Выкл;;;;;;;;;
11/12/2020 00:17:41;Выкл;;;;;;;;;
11/12/2020 00:18:11;Выкл;;;;;;;;;
11/12/2020 00:18:41;Выкл;;;;;;;;;
11/12/2020 00:19:11;Выкл;;;;;;;;;
11/12/2020 00:19:41;Выкл;;;;;;;;;
11/12/2020 00:20:11;Выкл;;;;;;;;;
11/12/2020 00:20:41;Выкл;;;;;;;;;
11/12/2020 00:21:11;Выкл;;;;;;;;;
11/12/2020 00:21:41;Выкл;;;;;;;;;
11/12/2020 00:22:11;Выкл;;;;;;;;;
11/12/2020 00:22:41;Выкл;;;;;;;;;
11/12/2020 00:23:11;Выкл;;;;;;;;;
11/12/2020 00:23:41;Выкл;;;;;;;;;
11/12/2020 00:24:11;Выкл;;;;;;;;;
11/12/2020 00:24:41;Выкл;;;;;;;;;
11/12/2020 00:25:11;Выкл;;;;;;;;;
11/12/2020 00:25:41;Выкл;;;;;;;;;
11/12/2020 00:26:11;Выкл;;;;;;;;;
11/12/2020 00:26:41;Выкл;;;;;;;;;
11/12/2020 00:27:11;Выкл;;;;;;;;;
11/12/2020 00:27:41;Выкл;;;;;;;;;
11/12/2020 00:28:11;Выкл;;;;;;;;;
11/12/2020 00:28:41;Выкл;;;;;;;;;
11/12/2020 00:29:11;Выкл;;;;;;;;;
11/12/2020 00:29:41;Выкл;;;;;;;;;
11/12/2020 00:30:11;Выкл;;;;;;;;;
11/12/2020 00:30:41;Выкл;;;;;;;;;
11/12/2020 00:31:11;Выкл;;;;;;;;;
11/12/2020 00:31:41;Выкл;;;;;;;;;
11/12/2020 00:32:11;Выкл;;;;;;;;;
11/12/2020 00:32:41;Выкл;;;;;;;;;
11/12/2020 00:33:11;Выкл;;;;;;;;;
11/12/2020 00:33:41;Выкл;;;;;;;;;
11/12/2020 00:34:11;Выкл;;;;;;;;;
11/12/2020 00:34:41;Выкл;;;;;;;;;
11/12/2020 00:35:11;Выкл;;;;;;;;;
11/12/2020 00:35:41;Выкл;;;;;;;;;
11/12/2020 00:36:11;Выкл;;;;;;;;;
11/12/2020 00:36:41;Выкл;;;;;;;;;
11/12/2020 00:37:11;Выкл;;;;;;;;;
11/12/2020 00:37:41;Выкл;;;;;;;;;
11/12/2020 00:38:11;Выкл;;;;;;;;;
11/12/2020 00:38:41;Выкл;;;;;;;;;
11/12/2020 00:39:11;Выкл;;;;;;;;;
11/12/2020 00:39:41;Выкл;;;;;;;;;
11/12/2020 00:40:11;Выкл;;;;;;;;;
11/12/2020 00:40:41;Выкл;;;;;;;;;
11/12/2020 00:41:11;Выкл;;;;;;;;;
11/12/2020 00:41:41;Выкл;;;;;;;;;
11/12/2020 00:42:11;Выкл;;;;;;;;;
11/12/2020 00:42:41;Выкл;;;;;;;;;
11/12/2020 00:43:11;Выкл;;;;;;;;;
11/12/2020 00:43:41;Выкл;;;;;;;;;
11/12/2020 00:44:11;Выкл;;;;;;;;;
11/12/2020 00:44:41;Выкл;;;;;;;;;
11/12/2020 00:45:11;Выкл;;;;;;;;;
11/12/2020 00:45:41;Выкл;;;;;;;;;
11/12/2020 00:46:11;Выкл;;;;;;;;;
11/12/2020 00:46:41;Выкл;;;;;;;;;
11/12/2020 00:47:11;Выкл;;;;;;;;;
11/12/2020 00:47:41;Выкл;;;;;;;;;
11/12/2020 00:48:11;Выкл;;;;;;;;;
11/12/2020 00:48:41;Выкл;;;;;;;;;
11/12/2020 00:48:48;Вкл;;;;;;;;;
11/12/2020 00:49:11;Вкл;;;;;;;;;
11/12/2020 00:49:41;Вкл;;;;;;;;;
11/12/2020 00:50:11;Вкл;;;;;;;;;
11/12/2020 00:50:41;Вкл;;;;;;;;;
