1;Автобус
2;АРОК
3;АТЗ
4;Вахта
5;Водовозка
6;КДМ
7;КМУ
8;КС
9;Лаборатория
10;Легковые
11;Самосвал
12;Автогрейдер
13;Бульдозер
14;ДЭК
15;ДЭС
16;Каток
17;Кран
18;Погрузчик
19;Экскаватор
20;АГП
21;Манипулятор
22;Площадки
23;Осветительная мачта
24;Компрессор
25;Плетевозы
26;Автокран
